Longitude,Latitude,Name
-101.226133,19.667544,"001"
-101.481477,19.670122,"002"
-101.481611,19.670165,"003"
-101.481594,19.670401,"004"
-101.481557,19.670528,"005"
-101.481204,19.670707,"006"
-101.481107,19.670703,"007"
-101.480976,19.670692,"008"
-101.480888,19.670691,"009"
-101.480763,19.670699,"010"
-101.480502,19.670671,"011"
-101.480122,19.670692,"012"
-101.479974,19.670629,"013"
-101.479742,19.670559,"014"
-101.479512,19.670479,"015"
-101.479157,19.670520,"016"
-101.478904,19.670313,"017"
-101.478770,19.670173,"018"
-101.478408,19.670168,"019"
-101.478129,19.670137,"020"
-101.478001,19.670162,"021"
-101.478889,19.670333,"022"
-101.479530,19.670452,"023"
-101.479605,19.670425,"024"
-101.479608,19.670429,"025"
-101.479612,19.670411,"026"
-101.479757,19.670326,"027"
-101.480035,19.670230,"028"
-101.480300,19.670075,"029"
-94.219221,16.648696,"02SAN"
-101.480730,19.669872,"030"
-101.481097,19.669720,"031"
-101.481380,19.669416,"032"
-101.481652,19.669482,"033"
-101.482233,19.669631,"034"
-105.060514,20.384312,"035"
-96.581244,16.023177,"036"
-96.555008,16.024334,"037"
-96.541107,15.965533,"038"
-95.204704,16.584783,"039"
-95.286667,16.800081,"040"
-95.293818,16.811621,"041"
-94.745938,16.715618,"043"
-94.845157,16.764107,"044"
-94.820698,16.791559,"045"
-94.797642,16.818252,"046"
-94.739218,16.857439,"047"
-94.738261,16.857773,"048"
-94.231963,16.660202,"049"
-92.276791,15.329662,"050"
-92.273658,15.331056,"051"
-92.426217,15.306159,"052"
-92.426312,15.296451,"053"
-92.749685,15.741125,"054"
-92.750646,15.741077,"055"
-92.750994,15.741154,"056"
-92.750417,15.741314,"057"
-92.753288,15.733403,"058"
-92.630730,15.658997,"060"
-92.630730,15.658997,"061"
-92.643373,15.633598,"062"
-93.590567,16.151710,"063"
-93.592136,16.149090,"064"
-93.160844,17.096868,"065"
-93.094059,17.193341,"066"
-93.064148,17.198996,"067"
-104.558171,19.818273,"068"
-105.840500,23.591982,"069"
-94.206219,16.649530,"06SAN"
-105.616307,23.733135,"070"
-107.501296,27.374979,"071"
-96.949609,18.717167,"072"
-96.950075,18.717385,"073"
-104.993160,20.366940,"074"
-104.529627,19.832718,"076"
-104.529666,19.832774,"077"
-104.532664,19.829151,"079"
-96.155002,17.470337,"080"
-94.192386,16.657981,"081"
-89.272431,16.514624,"082"
-89.268913,16.500101,"083"
-94.231404,16.660389,"084"
-100.413191,21.305238,"085"
-100.412898,21.306369,"086"
-100.412369,21.306488,"087"
-100.280864,21.313901,"088"
-100.281052,21.313863,"089"
-100.281085,21.313737,"090"
-100.281166,21.313843,"091"
-100.185231,21.310510,"092"
-100.171487,21.310491,"093"
-100.149317,21.316795,"094"
-99.866809,21.300612,"095"
-99.866994,21.300908,"096"
-99.867175,21.301226,"097"
-99.838549,21.285810,"098"
-99.832926,21.315855,"099"
-99.809170,21.351608,"100"
-99.808774,21.349070,"101"
-99.809316,21.348980,"102"
-99.808991,21.352516,"103"
-99.809014,21.354360,"104"
-99.808983,21.354895,"105"
-99.810826,21.358912,"106"
-99.851005,21.429981,"107"
-100.127783,21.253635,"108"
-100.122995,21.253916,"109"
-100.122988,21.254169,"110"
-100.121665,21.253196,"111"
-100.121667,21.253199,"112"
-100.112914,21.473246,"113"
-100.113697,21.474047,"114"
-100.113726,21.474085,"115"
-100.113695,21.474198,"116"
-100.113487,21.474533,"117"
-100.113633,21.474400,"118"
-100.113653,21.474551,"119"
-100.113573,21.471680,"120"
-100.112740,21.473546,"121"
-100.115197,21.466220,"122"
-100.430782,21.622803,"123"
-100.430684,21.622825,"124"
-100.430702,21.622862,"125"
-100.431067,21.621755,"126"
-100.430975,21.621743,"127"
-100.431033,21.621645,"128"
-100.430590,21.626460,"129"
-100.390194,21.537254,"130"
-100.388635,21.539220,"131"
-100.389057,21.538770,"132"
-100.160622,21.558275,"133"
-100.159865,21.560155,"134"
-100.161515,21.559166,"135"
-100.160993,21.559156,"136"
-100.161003,21.559170,"137"
-100.161061,21.559495,"138"
-100.161054,21.559518,"139"
-100.161050,21.559490,"140"
-100.161063,21.559529,"141"
-100.161054,21.559538,"142"
-100.088883,21.481882,"143"
-100.088897,21.481914,"144"
-100.088889,21.481929,"145"
-100.088932,21.481834,"146"
-100.089031,21.481841,"147"
-100.088777,21.482011,"148"
-100.088830,21.482160,"149"
-100.203995,21.409910,"150"
-100.204728,21.411185,"151"
-100.204742,21.411162,"152"
-100.202243,21.408748,"153"
-100.436559,21.364424,"154"
-100.437292,21.365619,"155"
-100.438184,21.366042,"156"
-100.433942,21.368417,"157"
-100.433981,21.368459,"158"
-100.433986,21.368456,"159"
-89.270915,16.495847,"160"
-89.399024,14.581880,"161"
-99.809186,21.438839,"162"
-99.809758,21.438803,"163"
-99.809745,21.438813,"164"
-99.812523,21.439966,"165"
-99.817148,21.440732,"166"
-99.811457,21.440285,"167"
-99.809905,21.441195,"168"
-99.809158,21.439398,"169"
-99.719803,21.312457,"170"
-99.719867,21.312424,"171"
-99.719876,21.312382,"172"
-99.717150,21.302963,"173"
-99.714182,21.291344,"174"
-99.783913,21.375627,"175"
-99.788108,21.378902,"176"
-99.796130,21.382090,"177"
-100.002963,21.370805,"178"
-100.003160,21.369531,"179"
-100.002080,21.368128,"180"
-100.002026,21.368038,"181"
-100.002075,21.368032,"182"
-100.002655,21.368394,"183"
-100.002006,21.369970,"184"
-100.001618,21.372941,"185"
-100.001649,21.372966,"186"
-100.001971,21.373309,"187"
-100.148797,21.375351,"188"
-100.149690,21.376759,"189"
-100.150094,21.376200,"190"
-100.150086,21.376210,"191"
-100.150222,21.375736,"192"
-99.858964,21.314302,"193"
-99.854072,21.314581,"194"
-99.850872,21.315737,"195"
-99.850882,21.315769,"196"
-99.850904,21.315737,"197"
-99.850911,21.315735,"198"
-99.850929,21.315794,"199"
-99.849246,21.324798,"200"
-99.849073,21.325204,"201"
-99.849746,21.326512,"202"
-99.850041,21.326471,"203"
-99.857633,21.315484,"204"
-99.858198,21.315075,"205"
-99.858198,21.315075,"206"
-99.858198,21.315075,"207"
-99.858198,21.315075,"208"
-99.858198,21.315075,"209"
-99.858198,21.315075,"210"
-99.858198,21.315075,"211"
-99.858198,21.315075,"212"
-99.939380,21.379372,"213"
-99.982803,21.432133,"214"
-99.983096,21.432289,"215"
-99.983085,21.432264,"216"
-99.983071,21.432631,"217"
-100.114627,21.476388,"218"
-100.160942,21.603759,"219"
-100.160891,21.603669,"220"
-100.160539,21.603764,"221"
-100.160545,21.603780,"222"
-100.160501,21.603763,"223"
-100.160478,21.603717,"224"
-100.160407,21.603660,"225"
-100.160220,21.603551,"226"
-100.160002,21.603491,"227"
-100.160019,21.603492,"228"
-100.159908,21.603544,"229"
-100.159926,21.603503,"230"
-100.159919,21.603477,"231"
-100.159812,21.603671,"232"
-100.159818,21.603664,"233"
-100.159913,21.603625,"234"
-100.159964,21.603696,"235"
-100.162792,21.613719,"236"
-100.162735,21.613748,"237"
-100.162733,21.613746,"238"
-100.162732,21.613746,"239"
-100.162731,21.613745,"240"
-100.162838,21.613829,"241"
-100.162836,21.613830,"242"
-100.162388,21.613975,"243"
-100.162756,21.613884,"244"
-100.162158,21.615543,"245"
-100.162108,21.615593,"246"
-100.158133,21.612851,"247"
-100.158445,21.613119,"248"
-100.158508,21.613282,"249"
-100.158719,21.613276,"250"
-100.158695,21.613408,"251"
-100.158598,21.613327,"252"
-95.356570,16.737185,"253"
-96.161178,17.447491,"A00"
-104.993119,20.366889,"A01"
-104.992960,20.367905,"A02"
-104.992700,20.371057,"A03"
-104.990992,20.371412,"A04"
-104.989524,20.373287,"A05"
-104.981387,20.377763,"A06"
-104.980839,20.378248,"A07"
-104.980261,20.378240,"A08"
-104.977119,20.376826,"A09"
-104.976873,20.376183,"A10"
-104.976974,20.375860,"A11"
-104.978167,20.375414,"A12"
-104.977968,20.375134,"A13"
-104.977798,20.374854,"A14"
-104.971427,20.371149,"A15"
-104.969408,20.372038,"A16"
-104.960979,20.364392,"A17"
-104.886318,20.403373,"A18"
-104.810389,20.265344,"A2"
-94.924333,18.376190,"ABUELOSKINNERI"
-96.965233,18.617720,"AQI"
-96.961903,18.623035,"AT45"
-96.961995,18.621594,"ATZ01"
-96.961547,18.622137,"ATZ02"
-96.961613,18.622419,"ATZ03"
-96.961776,18.622602,"ATZ04"
-96.962014,18.622687,"ATZ12"
-105.021571,20.366595,"C01"
-105.050880,20.372474,"C02"
-105.052226,20.371582,"C03"
-105.055757,20.373845,"C04"
-105.060408,20.374148,"C05"
-105.060486,20.383782,"C06"
-105.080181,20.382348,"C07"
-105.107184,20.378479,"C08"
-105.106159,20.379072,"C09"
-105.082042,20.374349,"C10"
-105.066374,20.387532,"C11"
-105.057599,20.379956,"C12"
-92.734065,15.719569,"CAFE"
-96.972313,19.177195,"CANADAS"
-89.242759,16.421104,"CAR00"
-89.242514,16.420720,"CAR06"
-89.239585,16.422744,"CAR10"
-89.242584,16.421427,"CAR2"
-89.242881,16.421850,"CAR7"
-89.239591,16.422731,"CAR8"
-89.239620,16.422716,"CAR9"
-89.399023,14.581705,"CEBO1-2"
-89.399050,14.580565,"CEBO10"
-89.398580,14.581927,"CEBO11"
-89.398271,14.581885,"CEBO12E"
-89.398424,14.582248,"CEBO13"
-89.398969,14.581619,"CEBO3"
-89.398900,14.581772,"CEBO5"
-89.398579,14.581955,"CEBO6"
-89.398277,14.582045,"CEBO7"
-89.398627,14.582177,"CEBO8"
-89.399026,14.581868,"CEBO9"
-94.191546,16.650656,"CH01"
-94.194989,16.640829,"CH02"
-94.194711,16.626491,"CH03"
-94.196822,16.612458,"CH04"
-94.183086,16.556609,"CH05"
-95.469501,16.745021,"CHA03"
-95.469710,16.744805,"CHA04"
-95.468886,16.745287,"CHA1"
-95.471581,16.744162,"CHA10"
-95.469086,16.745228,"CHA2"
-95.470192,16.744806,"CHA5"
-95.470355,16.744943,"CHA6"
-95.472903,16.745467,"CHA7"
-95.473071,16.745517,"CHA8"
-95.471355,16.745014,"CHA9"
-94.233601,16.661597,"CO01"
-92.723756,15.698988,"COLOM02"
-92.731764,15.701546,"COLOMB01"
-102.094062,20.062583,"Coordenadas"
-104.993772,20.363162,"CU INT"
-104.321891,19.572227,"CUZ10-11"
-104.321806,19.571706,"CUZ12"
-104.322745,19.569345,"CUZ13"
-104.322663,19.569069,"CUZ14"
-104.321866,19.566277,"CUZ15"
-104.324331,19.548388,"CUZ16-17"
-104.315872,19.501514,"CUZ18"
-104.318377,19.577194,"CUZ3"
-104.320553,19.575526,"CUZ4"
-104.320559,19.575526,"CUZ5"
-104.321390,19.573305,"CUZ6-7"
-104.321649,19.572634,"CUZ8"
-105.849742,23.569449,"DC1"
-105.406214,23.757735,"DC10"
-105.036601,24.053469,"DC11"
-105.007467,24.062023,"DC12"
-105.110446,24.755950,"DC13"
-105.798195,25.474534,"DC14"
-105.784783,25.501913,"DC15"
-105.695752,25.643516,"DC16"
-105.551951,25.782763,"DC17"
-105.919649,26.907631,"DC18"
-105.934353,26.894617,"DC19"
-105.870032,23.590096,"DC2"
-105.982450,26.866734,"DC20"
-106.001046,26.858497,"DC21"
-106.029174,26.823477,"DC22"
-106.530480,26.956115,"DC23"
-106.687463,26.955516,"DC24"
-106.783268,26.910746,"DC25"
-106.918274,26.862523,"DC26"
-107.134417,26.940081,"DC27"
-107.156544,27.012143,"DC28"
-107.293728,27.109504,"DC29"
-105.855051,23.575967,"DC3"
-107.338430,27.149976,"DC30"
-107.395975,27.217672,"DC31"
-107.423161,27.247232,"DC32"
-107.494514,27.278570,"DC33"
-107.522853,27.310518,"DC34"
-107.503710,27.339214,"DC35"
-107.488366,27.450900,"DC36"
-107.581564,27.681824,"DC37"
-107.825618,27.543455,"DC38"
-107.821903,27.600172,"DC39"
-105.853470,23.571071,"DC4"
-107.749181,27.660443,"DC40"
-107.734829,27.675769,"DC41"
-107.029795,28.401242,"DC42"
-103.592598,22.319809,"DC43"
-103.595458,22.316697,"DC44"
-103.599993,22.318760,"DC45"
-103.531821,22.379671,"DC46"
-103.345897,22.560819,"DC47"
-103.352118,22.560472,"DC48"
-103.392255,22.548561,"DC49"
-105.846295,23.485029,"DC5"
-103.392110,22.544526,"DC50"
-103.180025,21.731251,"DC51"
-103.163462,21.684584,"DC52"
-103.160569,21.676076,"DC53"
-105.842866,23.607103,"DC6"
-105.835695,23.624836,"DC7"
-105.816750,23.640903,"DC8"
-105.616304,23.733133,"DC9"
-94.197802,16.491782,"DG01"
-94.197904,16.493937,"DG02"
-94.198641,16.499405,"DG03"
-94.199078,16.500444,"DG04"
-94.218732,16.663208,"DOUG1"
-104.283062,19.551732,"DUR"
-104.284713,19.547796,"DUR01"
-104.286276,19.546398,"DUR03"
-89.352161,14.498173,"DUR3-4"
-89.351832,14.497849,"DURI01"
-89.354082,14.497730,"DURI2"
-89.354685,14.497645,"DURI3"
-89.354539,14.497740,"DURI4"
-89.354700,14.498133,"DURI6"
-89.354625,14.498154,"DURI7"
-96.949604,18.717168,"E01"
-96.949600,18.717341,"E02"
-96.950056,18.717282,"E03"
-96.950126,18.717451,"E04"
-94.214332,16.665667,"ENCOAX"
-94.214771,16.664194,"ENCOAX1"
-94.218370,16.663269,"ENCOAX2"
-94.219137,16.663049,"ENCOAX3"
-94.219535,16.662627,"ENCOAX4"
-94.220198,16.662150,"ENCOAX5"
-94.222919,16.661868,"ENCOAX5*"
-94.223559,16.661228,"ENCOAX6"
-94.229501,16.660764,"ENCOAX7RAMAS"
-94.230539,16.660271,"ENCOAX8RAMA"
-96.990857,19.187990,"ENTRADA"
-96.990889,19.188226,"ESQ01"
-96.990912,19.188660,"ESQU02"
-96.991080,19.188265,"ESQU03"
-96.991099,19.188297,"ESQUI04"
-104.558697,19.817802,"EVC01"
-104.558184,19.818051,"EVC03"
-104.555663,19.816775,"EVC04"
-104.552018,19.818315,"EVC05"
-104.553062,19.819243,"EVC06"
-104.556184,19.817667,"EVC07"
-104.528663,19.835016,"EVC08"
-104.528843,19.834558,"EVC09"
-104.529221,19.833793,"EVC10"
-104.530251,19.833893,"EVC11"
-104.532502,19.832836,"EVC12"
-104.532661,19.829108,"EVC13"
-104.557269,19.820739,"EVC15"
-104.554303,19.822288,"EVC16"
-104.554791,19.822249,"EVC17"
-104.555195,19.822635,"EVC18"
-104.556698,19.822350,"EVC19"
-92.297205,15.323402,"F963"
-93.597816,16.131990,"FIN"
-104.317027,19.579113,"FIN PAR MAN"
-96.990066,19.190758,"FIN1"
-89.270469,16.495782,"G03"
-89.271079,16.495309,"G04"
-89.268914,16.500126,"G05"
-89.242464,16.421178,"G10"
121.640301,25.061800,"Garmin_Asia"
-1.489400,50.901698,"Garmin_Europe"
-94.799003,38.855597,"Garmin_USA"
-104.317462,19.579129,"GEN1-190921-F"
-104.317056,19.578851,"GEN1-190921-I"
-104.318150,19.578381,"GEN10-200921-F"
-104.318038,19.577923,"GEN10-200921-I"
-104.317397,19.579098,"GEN2-190921-F"
-104.317186,19.578942,"GEN2-190921-I"
-104.317547,19.578950,"GEN3-200921-F"
-104.317082,19.578664,"GEN3-200921-I"
-104.317520,19.578902,"GEN4-200921-F"
-104.317190,19.578754,"GEN4-200921-I"
-104.317571,19.578811,"GEN5-200921-F"
-104.317321,19.578532,"GEN5-200921-I"
-104.317569,19.578786,"GEN6-200921-F"
-104.317441,19.578466,"GEN6-200921-I"
-104.317652,19.578694,"GEN7-200921-F"
-104.317500,19.578459,"GEN7-200921-I"
-104.317736,19.578652,"GEN8-200921-F"
-104.317558,19.578311,"GEN8-200921-I"
-104.318124,19.578498,"GEN9-200921-F"
-104.317912,19.578154,"GEN9-200921-I"
-89.272413,16.514692,"GUA01"
-89.270128,16.496054,"GUA02"
-95.988927,17.279929,"HEL01"
-96.989675,19.188112,"HUT2"
-89.644511,14.553929,"IPA01"
-92.469297,15.768973,"JALT01"
-104.727087,20.204090,"LA CU"
-104.718457,20.259888,"LA CU2"
-104.718457,20.259888,"LA CU21"
-104.712211,20.169825,"LA CUMBRE"
-105.080932,20.378263,"LA MUERTE"
-95.287122,16.797625,"LACHI01"
-95.287011,16.797615,"LACHI02"
-95.286983,16.797682,"LACHI03"
-95.287095,16.797465,"LACHI04"
-95.287048,16.797710,"LACHI05"
-92.648383,15.639711,"LAGUNA01"
-92.649748,15.624273,"LAGUNA02"
-104.724791,20.196520,"LC01"
-104.727487,20.204545,"LC02"
-104.730157,20.209230,"LC03"
-104.726198,20.197841,"LC04"
-104.684285,20.167335,"LC05"
-104.678211,20.164297,"LC06"
-104.628645,20.136767,"LC061"
-104.628522,20.136704,"LC07"
-104.601978,20.161557,"LC08"
-94.931536,18.373998,"LOTO01"
-94.931576,18.374118,"LOTO02"
-94.931653,18.374177,"LOTO03"
-94.931570,18.374106,"LOTO04"
-94.925577,18.374841,"LOTO05"
-94.925653,18.374745,"LOTO06"
-94.924428,18.376104,"LOTO07"
-94.924473,18.375884,"LOTO08"
-94.923735,18.375526,"LOTO09"
-94.921597,18.375177,"LOTO10"
-94.921774,18.374044,"LOTO11"
-94.920349,18.372905,"LOTO12"
-94.920701,18.371863,"LOTO13"
-94.923364,18.374030,"LOTO14"
-104.334055,19.643595,"MAN01"
-104.318670,19.577119,"MAN011"
-104.332342,19.638158,"MAN05"
-104.317265,19.578522,"MITADPAR MANANTLAN"
-89.270124,16.496147,"MOB"
-96.162174,17.467244,"MONTE BELLO"
-93.595935,16.135608,"MORE 4"
-93.595968,16.134444,"MORE-3"
-93.602745,16.144011,"MORE01"
-93.592328,16.137430,"MORE02"
-93.590109,16.150744,"MORENA01"
-93.590306,16.151277,"MORENADG"
-89.883193,15.049907,"OLVIDO"
-94.231385,16.660404,"P01"
-94.231501,16.660344,"P02"
-94.231633,16.660764,"P03"
-94.231462,16.660780,"P04"
-104.809538,20.264419,"PAR1"
-104.809313,20.264583,"PAR2"
-104.809779,20.264825,"PAR3"
-104.809888,20.264754,"PAR4"
-89.287878,16.524088,"PSY1"
-96.984643,19.188988,"Q01"
-96.987771,19.189891,"Q02"
-96.988038,19.189998,"Q05"
-96.987836,19.189838,"Q06"
-96.987724,19.189873,"Q07"
-96.969502,19.349344,"Q08"
-96.959941,19.347849,"Q09"
-96.959405,19.348395,"Q10"
-96.969751,19.342795,"Q19"
-97.027540,19.327768,"Q21"
-97.023461,19.355860,"Q23"
-96.991680,19.378790,"Q25"
-96.991630,19.378565,"Q26"
-96.991398,19.377647,"Q27"
-96.991441,19.377376,"Q28"
-96.991432,19.377209,"Q29"
-97.010031,18.651455,"Q30"
-97.010019,18.651562,"Q31"
-97.009934,18.651676,"Q32"
-97.009569,18.651873,"Q321"
-97.009577,18.651869,"Q34"
-97.009349,18.651695,"Q36"
-97.009000,18.651946,"Q37"
-97.008606,18.651975,"Q38"
-97.008535,18.651961,"Q39"
-97.008570,18.652288,"Q40"
-97.008314,18.652138,"Q41"
-96.999524,18.603000,"Q42"
-97.001231,18.608068,"Q43"
-97.001254,18.608057,"Q44"
-97.013360,18.619237,"Q45"
-97.013348,18.619236,"Q46"
-97.013416,18.619361,"Q47"
-97.013468,18.619403,"Q48"
-97.013476,18.619451,"Q49"
-97.013487,18.619530,"Q50"
-97.014913,18.626371,"Q51"
-97.014861,18.626224,"Q52"
-97.014919,18.625682,"Q53"
-97.008537,18.668626,"QE01"
-92.289788,15.298335,"QELI"
-94.221034,16.662541,"QI01"
-96.965068,18.618099,"QID13"
-105.060556,20.384319,"QIP1"
-104.809388,20.264582,"QIP2"
-104.809786,20.264757,"QIP21"
-97.008384,18.669709,"QR4"
-96.959397,18.623073,"QSKINERI02"
-104.316790,19.579208,"QZ01"
-104.318133,19.577822,"QZ02"
-95.469181,16.745238,"SA03"
-89.271059,16.495226,"SAC01"
-89.272342,16.494837,"SAC03"
-89.272457,16.494411,"SAC04"
-89.270550,16.495455,"SAC05"
-89.270691,16.495441,"SAC06"
-89.270513,16.495542,"SAC07"
-89.270890,16.495923,"SAC09"
-89.270873,16.495911,"SAC10"
-89.268805,16.500100,"SACE1"
-89.269952,16.496253,"SACH1"
-89.269932,16.496150,"SACH2"
-89.269944,16.496237,"SACH3-4"
-89.269267,16.499331,"SACH5"
-95.471714,16.745151,"SAM01"
-95.465030,16.739970,"SAM05"
-94.194758,16.626487,"SAN01"
-94.214970,16.648446,"SAN04"
-94.213729,16.648963,"SAN05"
-89.270957,16.494928,"SC02"
-97.006579,19.572827,"SEDENO01"
-97.005858,19.572560,"SEDENO02"
-97.005885,19.572445,"SEDENO03"
-97.005851,19.572402,"SEDENO04"
-97.005596,19.572514,"SEDNO05"
-95.329165,16.862179,"SI01"
-95.330491,16.860854,"SI011"
-95.320023,16.891210,"SIL1"
-95.316188,16.897344,"SIL10"
-95.320187,16.891090,"SIL2"
-95.320510,16.890951,"SIL3"
-95.320611,16.890980,"SIL4"
-95.320514,16.890924,"SIL5"
-95.320646,16.891085,"SIL6"
-95.320552,16.891086,"SIL7"
-95.320514,16.890953,"SIL8"
-95.320103,16.891153,"SIL9"
-95.143472,18.541224,"SKINCAT01"
-95.143553,18.541312,"SKINCAT02"
-95.139191,18.537115,"SKINCAT03"
-95.159004,18.567645,"SKINCAT04"
-95.158890,18.567507,"SKINCAT05"
-95.158895,18.567453,"SKINCAT06"
-95.158868,18.567673,"SKINCAT07"
-95.143439,18.541204,"SKINCAT09"
-95.143521,18.541082,"SKINCAT10"
-95.143475,18.540947,"SKINCAT11"
-95.144374,18.541389,"SKINCAT8"
-94.193291,16.658847,"SM CHIMALAPAS"
-95.471544,16.745292,"SM02"
-95.466885,16.743694,"SM04"
-95.464662,16.739499,"SM06"
-95.464487,16.739348,"SM061"
-95.464508,16.739355,"SM07"
-95.464450,16.738916,"SM0809"
-95.464426,16.738920,"SM08091"
-95.464216,16.738050,"SM10"
-95.464116,16.737960,"SM11"
-94.748403,16.726330,"SMI02"
-94.748056,16.725899,"SMI03"
-94.747925,16.725465,"SMIG01"
-96.152613,17.339350,"SN IL VILLA ALTA"
-96.142334,18.081702,"SN JUAN BAU TUXTE"
-96.036191,17.469104,"SN JUAN PETLAPA"
-104.809759,20.264737,"STAL"
-94.352134,16.480237,"STO DOMINGO ZANA"
-104.532603,19.832670,"SVC 82"
-104.531930,19.832041,"SVC03"
-104.530972,19.832565,"SVC100"
-104.530875,19.832336,"SVC101-104"
-104.531555,19.832095,"SVC12"
-104.531528,19.832175,"SVC13"
-104.531582,19.832166,"SVC131"
-104.531306,19.832095,"SVC14"
-104.531165,19.832208,"SVC15"
-104.531070,19.832454,"SVC16"
-104.531044,19.832482,"SVC17"
-104.531155,19.832479,"SVC18"
-104.530970,19.832435,"SVC18Y99"
-104.530871,19.832683,"SVC20"
-104.530804,19.832574,"SVC21"
-104.530858,19.832629,"SVC22"
-104.530788,19.832494,"SVC23"
-104.530708,19.832590,"SVC27"
-104.530898,19.832498,"SVC28"
-104.530735,19.832483,"SVC29"
-104.530761,19.832444,"SVC35-38"
-104.530565,19.832508,"SVC39"
-104.529923,19.832704,"SVC41"
-104.529639,19.832793,"SVC42"
-104.529700,19.832902,"SVC43"
-104.529666,19.832774,"SVC44"
-104.529666,19.832774,"SVC45"
-104.529666,19.832774,"SVC46"
-104.529285,19.832661,"SVC47"
-104.529886,19.832763,"SVC48-49"
-104.529762,19.832753,"SVC50"
-104.529714,19.832724,"SVC51"
-104.529844,19.832853,"SVC52"
-104.529470,19.833384,"SVC54-56"
-104.529931,19.833080,"SVC57"
-104.530235,19.832701,"SVC60-61"
-104.530183,19.832659,"SVC62"
-104.532679,19.829133,"SVC63"
-104.533998,19.826431,"SVC64"
-104.528556,19.834806,"SVC69"
-104.529020,19.834433,"SVC70"
-104.530996,19.833815,"SVC71"
-104.531201,19.833811,"SVC72-76"
-104.531648,19.833508,"SVC78"
-104.531805,19.833625,"SVC79"
-104.531923,19.833564,"SVC80"
-104.531963,19.833478,"SVC81"
-104.532544,19.832792,"SVC83"
-104.532970,19.830029,"SVC84-85"
-104.534407,19.826321,"SVC86"
-104.534255,19.826227,"SVC87"
-104.534241,19.826304,"SVC88"
-104.531610,19.831881,"SVC90-91"
-104.531614,19.831965,"SVC92"
-104.531628,19.832128,"SVC93"
-104.531314,19.832278,"SVC94-95"
-104.530996,19.832376,"SVC97"
-96.990308,19.192108,"T01"
-96.550631,16.015292,"T04"
-104.809811,20.264845,"T4"
-96.567511,16.041366,"TC0102"
-96.585840,16.040061,"TC03"
-104.823001,20.379186,"TI01"
-104.810658,20.265497,"TI02"
-92.739702,15.721242,"TRI"
-89.365324,14.494736,"TRIH5"
-94.921708,18.375132,"TUX05"
-94.921662,18.374601,"TUX07"
-94.925515,18.374720,"TUX1"
-95.158913,18.567772,"TUX10"
-94.923021,18.375287,"TUX2"
-94.922344,18.375407,"TUX4"
-94.921667,18.374716,"TUX6"
-95.159578,18.573269,"TUX8"
-92.548313,15.802513,"UNION"
-92.582197,15.820626,"UNIONDG"
-96.122575,17.274334,"V07"
-96.160297,17.466786,"VA BASE"
-95.789863,17.431149,"VA01"
-96.065518,17.242267,"VA02"
-96.074635,17.252465,"VA03"
-96.080541,17.263038,"VA04"
-96.095026,17.274783,"VA05"
-96.095791,17.274656,"VA06"
-96.129912,17.288269,"VA08"
-96.158050,17.442545,"VA09"
-96.162552,17.444267,"VA10"
-96.161121,17.448222,"VA11"
-104.530954,19.832598,"VC02"
-104.558154,19.818320,"VC021"
-96.989472,19.190763,"VER70"
-96.989820,19.190748,"VER74"
-92.424865,15.293782,"VICTORIA"
-94.231349,16.660444,"Y01"
-94.231983,16.660291,"Y02"
-94.231202,16.672597,"Y03"
-94.231754,16.672008,"Y04"
-94.232853,16.663677,"Y05"
-94.220445,16.661858,"Y06"
-94.203809,16.665043,"Y07"
-96.158297,17.468005,"YETG14"
-96.168574,17.452974,"YETZELALAG"
-96.159419,17.466700,"YPAR1"
-96.159575,17.466891,"YPAR2"
-96.159987,17.466786,"YPAR3"
-96.159977,17.466635,"YPAR4"
-96.159563,17.459512,"Z03"
-96.159627,17.459469,"Z04"
-96.159617,17.459483,"Z05"
-96.159402,17.459067,"Z06"
-96.160131,17.463071,"Z2"
-96.950094,18.717254,"ZONESQ01"
-97.008745,18.668534,"ZONQI01"
-96.997096,18.620271,"ZONQI02"
-96.949832,18.717357,"ZONQI03"
